ID,NAME,COST,PRICE,RSP,STOCK,MARGIN,PROFIT,PRODUCT_GROUP_ID,PRODUCT_GROUP_NAME,PRODUCT_DISCOUNT_GROUP,PRODUCT_DISCOUNT_GROUP_PERCENTAGE,SEASON
731,Product 731,7.28,9.23,11.49,242,0.2102,1.89,28,Product Group 28,DG-03,0.03,S-4
542,Product 542,34.95,40.0,48.99,182,0.1264,4.93,44,Product Group 44,DG-07,0.07,S-4
687,Product 687,47.27,54.36,60.49,154,0.1306,6.92,37,Product Group 37,DG-03,0.03,S-4
223,Product 223,47.2,55.39,65.49,152,0.1478,7.98,10,Product Group 10,DG-01,0.01,S-4
580,Product 580,43.2,51.29,63.49,160,0.1576,7.88,48,Product Group 48,DG-06,0.06,S-4
140,Product 140,22.68,26.15,31.99,209,0.1326,3.38,7,Product Group 7,DG-01,0.01,S-4
56,Product 56,31.93,39.49,47.49,183,0.1915,7.37,8,Product Group 8,DG-01,0.01,S-4
39,Product 39,49.25,54.87,66.49,153,0.1024,5.48,15,Product Group 15,DG-09,0.09,S-4
832,Product 832,33.95,40.0,50.49,182,0.1511,5.89,31,Product Group 31,DG-02,0.02,S-4
567,Product 567,36.93,43.08,48.99,176,0.1427,5.99,33,Product Group 33,DG-04,0.04,S-4
808,Product 808,38.0,46.67,56.49,169,0.1855,8.44,26,Product Group 26,DG-06,0.06,S-4
121,Product 121,18.51,23.06,25.49,215,0.1974,4.44,19,Product Group 19,DG-07,0.07,S-4
397,Product 397,41.06,49.23,60.99,164,0.1659,7.96,32,Product Group 32,DG-08,0.08,S-4
787,Product 787,40.02,51.79,57.49,159,0.2274,11.48,24,Product Group 24,DG-00,0.0,S-4
630,Product 630,48.28,61.54,67.49,140,0.2155,12.93,48,Product Group 48,DG-06,0.06,S-4
516,Product 516,8.27,11.27,14.99,238,0.2666,2.93,39,Product Group 39,DG-05,0.05,S-4
447,Product 447,13.35,15.88,19.49,229,0.1601,2.48,4,Product Group 4,DG-03,0.03,S-4
458,Product 458,26.75,35.38,44.49,191,0.2438,8.41,21,Product Group 21,DG-00,0.0,S-4
677,Product 677,49.29,59.49,67.49,144,0.1714,9.94,17,Product Group 17,DG-09,0.09,S-4
237,Product 237,5.13,7.17,8.99,246,0.2847,1.99,1,Product Group 1,DG-06,0.06,S-4
864,Product 864,9.37,12.3,13.49,236,0.2385,2.86,28,Product Group 28,DG-03,0.03,S-4
652,Product 652,19.56,23.58,29.99,214,0.1705,3.92,27,Product Group 27,DG-09,0.09,S-4
65,Product 65,29.87,33.84,38.99,194,0.1173,3.87,3,Product Group 3,DG-08,0.08,S-4
960,Product 960,30.8,39.49,48.49,183,0.2198,8.46,14,Product Group 14,DG-03,0.03,S-4
495,Product 495,32.84,41.02,45.99,180,0.1993,7.97,25,Product Group 25,DG-08,0.08,S-4
894,Product 894,44.22,52.3,58.49,158,0.1547,7.89,26,Product Group 26,DG-06,0.06,S-4
353,Product 353,5.16,7.17,8.49,246,0.2804,1.96,41,Product Group 41,DG-01,0.01,S-4
383,Product 383,42.13,53.34,63.49,156,0.21,10.92,7,Product Group 7,DG-01,0.01,S-4
634,Product 634,13.42,16.92,19.49,227,0.2074,3.42,27,Product Group 27,DG-09,0.09,S-4
256,Product 256,26.77,30.25,35.49,201,0.115,3.39,6,Product Group 6,DG-00,0.0,S-4
456,Product 456,30.82,34.88,41.49,192,0.1159,3.94,15,Product Group 15,DG-09,0.09,S-4
5,Product 5,25.78,31.28,34.49,199,0.1758,5.36,30,Product Group 30,DG-02,0.02,S-4
598,Product 598,33.92,43.59,51.99,175,0.2217,9.42,35,Product Group 35,DG-08,0.08,S-4
782,Product 782,21.62,25.13,29.99,211,0.1392,3.41,11,Product Group 11,DG-02,0.02,S-4
506,Product 506,12.35,14.87,16.99,231,0.1691,2.45,11,Product Group 11,DG-02,0.02,S-4
636,Product 636,26.68,33.33,38.49,195,0.1994,6.48,18,Product Group 18,DG-02,0.02,S-4
222,Product 222,29.77,36.92,46.49,188,0.1937,6.97,6,Product Group 6,DG-00,0.0,S-4
778,Product 778,38.03,44.61,55.49,173,0.1474,6.41,19,Product Group 19,DG-07,0.07,S-4
246,Product 246,33.87,44.11,50.49,174,0.2319,9.97,18,Product Group 18,DG-02,0.02,S-4
445,Product 445,30.79,37.43,47.49,187,0.1773,6.47,33,Product Group 33,DG-04,0.04,S-4
60,Product 60,49.37,57.95,70.49,147,0.148,8.36,30,Product Group 30,DG-02,0.02,S-4
376,Product 376,42.12,47.18,51.99,168,0.1072,4.93,48,Product Group 48,DG-06,0.06,S-4
556,Product 556,49.31,58.98,68.49,145,0.1639,9.42,34,Product Group 34,DG-04,0.04,S-4
169,Product 169,18.58,22.56,25.49,216,0.1764,3.88,29,Product Group 29,DG-01,0.01,S-4
362,Product 362,30.89,40.0,48.99,182,0.2275,8.87,45,Product Group 45,DG-00,0.0,S-4
225,Product 225,30.81,40.0,50.49,182,0.2295,8.95,24,Product Group 24,DG-00,0.0,S-4
49,Product 49,17.45,22.56,24.49,216,0.2265,4.98,47,Product Group 47,DG-09,0.09,S-4
218,Product 218,33.87,38.45,43.49,185,0.1192,4.47,41,Product Group 41,DG-01,0.01,S-4
200,Product 200,33.96,43.59,53.49,175,0.2208,9.38,18,Product Group 18,DG-02,0.02,S-4
916,Product 916,46.24,56.41,64.49,150,0.1804,9.92,42,Product Group 42,DG-06,0.06,S-4
642,Product 642,37.04,47.18,51.99,168,0.2148,9.88,21,Product Group 21,DG-00,0.0,S-4
355,Product 355,48.22,54.87,63.99,153,0.1211,6.48,25,Product Group 25,DG-08,0.08,S-4
42,Product 42,8.34,10.77,13.49,239,0.225,2.36,16,Product Group 16,DG-04,0.04,S-4
112,Product 112,16.42,19.48,23.49,222,0.1569,2.98,15,Product Group 15,DG-09,0.09,S-4
586,Product 586,39.05,48.2,59.99,166,0.19,8.93,4,Product Group 4,DG-03,0.03,S-4
28,Product 28,50.38,65.65,77.49,132,0.2325,14.88,37,Product Group 37,DG-03,0.03,S-4
824,Product 824,8.29,10.77,14.99,239,0.2297,2.41,37,Product Group 37,DG-03,0.03,S-4
850,Product 850,17.51,22.56,26.99,216,0.2242,4.93,26,Product Group 26,DG-06,0.06,S-4
439,Product 439,44.22,50.26,62.49,162,0.1202,5.89,38,Product Group 38,DG-07,0.07,S-4
101,Product 101,48.31,61.54,75.99,140,0.215,12.9,33,Product Group 33,DG-04,0.04,S-4
753,Product 753,46.27,60.52,75.99,142,0.2355,13.89,20,Product Group 20,DG-06,0.06,S-4
715,Product 715,24.67,28.72,35.99,204,0.1411,3.95,16,Product Group 16,DG-04,0.04,S-4
762,Product 762,30.84,34.36,40.99,193,0.1021,3.42,19,Product Group 19,DG-07,0.07,S-4
477,Product 477,7.3,8.7,10.49,243,0.1614,1.37,46,Product Group 46,DG-05,0.05,S-4
959,Product 959,37.04,46.67,51.99,169,0.2062,9.38,18,Product Group 18,DG-02,0.02,S-4
775,Product 775,8.27,10.77,12.99,239,0.2316,2.43,46,Product Group 46,DG-05,0.05,S-4
465,Product 465,17.53,22.05,26.99,217,0.2052,4.41,36,Product Group 36,DG-07,0.07,S-4
981,Product 981,13.46,16.4,18.49,228,0.1801,2.88,7,Product Group 7,DG-01,0.01,S-4
62,Product 62,28.77,33.33,42.49,195,0.137,4.45,9,Product Group 9,DG-02,0.02,S-4
749,Product 749,35.93,41.02,50.49,180,0.1243,4.97,0,Product Group 0,DG-07,0.07,S-4
554,Product 554,36.0,44.11,47.99,174,0.1838,7.9,47,Product Group 47,DG-09,0.09,S-4
148,Product 148,8.29,11.27,13.99,238,0.2648,2.91,49,Product Group 49,DG-04,0.04,S-4
900,Product 900,21.64,26.66,29.99,208,0.1881,4.89,3,Product Group 3,DG-08,0.08,S-4
810,Product 810,8.24,10.77,12.49,239,0.2345,2.46,32,Product Group 32,DG-08,0.08,S-4
242,Product 242,32.94,36.41,40.99,189,0.0955,3.39,39,Product Group 39,DG-05,0.05,S-4
43,Product 43,11.36,14.87,17.49,231,0.2353,3.41,12,Product Group 12,DG-05,0.05,S-4
211,Product 211,29.78,34.88,44.99,192,0.1459,4.96,26,Product Group 26,DG-06,0.06,S-4
530,Product 530,27.75,36.41,40.49,189,0.2381,8.45,24,Product Group 24,DG-00,0.0,S-4
474,Product 474,14.39,17.95,21.49,225,0.1978,3.46,13,Product Group 13,DG-05,0.05,S-4
373,Product 373,49.28,62.05,71.99,139,0.2058,12.45,16,Product Group 16,DG-04,0.04,S-4
77,Product 77,16.43,18.97,22.99,223,0.1336,2.47,40,Product Group 40,DG-09,0.09,S-4
974,Product 974,21.58,25.63,27.49,210,0.1581,3.95,46,Product Group 46,DG-05,0.05,S-4
204,Product 204,6.17,7.68,9.99,245,0.1963,1.47,18,Product Group 18,DG-02,0.02,S-4
583,Product 583,43.18,48.72,54.99,165,0.1137,5.4,38,Product Group 38,DG-07,0.07,S-4
41,Product 41,14.44,18.45,21.49,224,0.2173,3.91,40,Product Group 40,DG-09,0.09,S-4
767,Product 767,35.92,43.08,50.99,176,0.1662,6.98,19,Product Group 19,DG-07,0.07,S-4
487,Product 487,12.37,16.4,18.49,228,0.2458,3.93,36,Product Group 36,DG-07,0.07,S-4
714,Product 714,11.37,15.38,18.49,230,0.2602,3.9,49,Product Group 49,DG-04,0.04,S-4
975,Product 975,47.26,53.85,64.49,155,0.1225,6.43,9,Product Group 9,DG-02,0.02,S-4
591,Product 591,30.8,40.0,48.99,182,0.2298,8.96,17,Product Group 17,DG-09,0.09,S-4
100,Product 100,29.77,38.45,44.99,185,0.2259,8.47,8,Product Group 8,DG-01,0.01,S-4
545,Product 545,39.04,48.72,54.99,165,0.1988,9.44,45,Product Group 45,DG-00,0.0,S-4
459,Product 459,14.39,19.48,22.99,222,0.2612,4.96,0,Product Group 0,DG-07,0.07,S-4
162,Product 162,47.26,53.34,61.99,156,0.1141,5.93,44,Product Group 44,DG-07,0.07,S-4
299,Product 299,42.17,52.82,58.99,157,0.2018,10.39,15,Product Group 15,DG-09,0.09,S-4
359,Product 359,34.95,40.51,45.99,181,0.1375,5.43,2,Product Group 2,DG-04,0.04,S-4
151,Product 151,43.12,49.75,54.49,163,0.1332,6.46,16,Product Group 16,DG-04,0.04,S-4
349,Product 349,49.3,56.93,61.49,149,0.1339,7.43,35,Product Group 35,DG-08,0.08,S-4
105,Product 105,37.06,46.16,50.49,170,0.1969,8.86,44,Product Group 44,DG-07,0.07,S-4
332,Product 332,31.82,36.92,40.49,188,0.1384,4.98,48,Product Group 48,DG-06,0.06,S-4
524,Product 524,13.46,16.4,18.49,228,0.1801,2.88,9,Product Group 9,DG-02,0.02,S-4
324,Product 324,38.0,47.69,55.99,167,0.2031,9.44,41,Product Group 41,DG-01,0.01,S-4
818,Product 818,43.16,56.41,62.99,150,0.235,12.92,17,Product Group 17,DG-09,0.09,S-4
607,Product 607,26.75,33.33,38.49,195,0.1973,6.41,46,Product Group 46,DG-05,0.05,S-4
724,Product 724,24.68,28.2,35.49,205,0.1251,3.44,12,Product Group 12,DG-05,0.05,S-4
721,Product 721,42.15,54.36,64.99,154,0.2248,11.91,42,Product Group 42,DG-06,0.06,S-4
276,Product 276,44.14,55.39,65.49,152,0.2032,10.97,37,Product Group 37,DG-03,0.03,S-4
955,Product 955,32.88,38.45,44.99,185,0.1451,5.44,24,Product Group 24,DG-00,0.0,S-4
794,Product 794,47.21,61.54,69.99,140,0.2329,13.97,6,Product Group 6,DG-00,0.0,S-4
649,Product 649,16.47,21.02,23.99,219,0.2162,4.43,13,Product Group 13,DG-05,0.05,S-4
578,Product 578,12.37,15.38,17.49,230,0.1955,2.93,34,Product Group 34,DG-04,0.04,S-4
514,Product 514,19.52,25.13,28.99,211,0.2229,5.46,1,Product Group 1,DG-06,0.06,S-4
713,Product 713,16.47,19.48,24.49,222,0.1543,2.93,32,Product Group 32,DG-08,0.08,S-4
4,Product 4,42.13,51.79,63.49,159,0.1866,9.42,26,Product Group 26,DG-06,0.06,S-4
249,Product 249,49.28,58.47,71.99,146,0.157,8.95,11,Product Group 11,DG-02,0.02,S-4
755,Product 755,15.45,18.45,22.99,224,0.1629,2.93,43,Product Group 43,DG-00,0.0,S-4
59,Product 59,12.37,15.38,18.49,230,0.1955,2.93,3,Product Group 3,DG-08,0.08,S-4
908,Product 908,46.24,54.87,63.49,153,0.1574,8.42,26,Product Group 26,DG-06,0.06,S-4
492,Product 492,40.14,49.23,61.49,164,0.1848,8.87,11,Product Group 11,DG-02,0.02,S-4
247,Product 247,8.26,11.27,12.99,238,0.2675,2.94,48,Product Group 48,DG-06,0.06,S-4
705,Product 705,45.15,53.85,63.49,155,0.1614,8.47,33,Product Group 33,DG-04,0.04,S-4
573,Product 573,45.23,54.36,64.49,154,0.1678,8.89,43,Product Group 43,DG-00,0.0,S-4
826,Product 826,5.14,6.66,8.49,247,0.228,1.48,3,Product Group 3,DG-08,0.08,S-4
890,Product 890,46.28,53.85,66.99,155,0.1406,7.38,45,Product Group 45,DG-00,0.0,S-4
836,Product 836,45.16,54.36,64.99,154,0.1691,8.96,43,Product Group 43,DG-00,0.0,S-4
464,Product 464,34.93,40.51,49.49,181,0.138,5.45,35,Product Group 35,DG-08,0.08,S-4
483,Product 483,6.26,8.2,10.49,244,0.2365,1.89,38,Product Group 38,DG-07,0.07,S-4
131,Product 131,15.41,17.95,22.49,225,0.1412,2.47,0,Product Group 0,DG-07,0.07,S-4
907,Product 907,26.75,32.81,40.99,196,0.1847,5.91,18,Product Group 18,DG-02,0.02,S-4
584,Product 584,13.41,16.4,20.99,228,0.1832,2.93,42,Product Group 42,DG-06,0.06,S-4
693,Product 693,41.04,46.16,56.99,170,0.1107,4.98,22,Product Group 22,DG-03,0.03,S-4
970,Product 970,24.71,32.31,36.49,197,0.2353,7.41,6,Product Group 6,DG-00,0.0,S-4
298,Product 298,19.61,23.58,26.49,214,0.1683,3.87,34,Product Group 34,DG-04,0.04,S-4
761,Product 761,23.62,28.72,31.99,204,0.1772,4.96,32,Product Group 32,DG-08,0.08,S-4
252,Product 252,33.86,43.08,48.49,176,0.2139,8.98,27,Product Group 27,DG-09,0.09,S-4
398,Product 398,44.21,50.26,60.49,162,0.1204,5.9,35,Product Group 35,DG-08,0.08,S-4
537,Product 537,49.37,55.39,70.49,152,0.1085,5.86,46,Product Group 46,DG-05,0.05,S-4
34,Product 34,16.52,20.51,24.99,220,0.1946,3.89,32,Product Group 32,DG-08,0.08,S-4
743,Product 743,25.71,31.28,36.99,199,0.1778,5.42,31,Product Group 31,DG-02,0.02,S-4
392,Product 392,50.39,64.62,77.99,134,0.2202,13.87,27,Product Group 27,DG-09,0.09,S-4
849,Product 849,45.16,54.87,69.99,153,0.1769,9.46,48,Product Group 48,DG-06,0.06,S-4
255,Product 255,48.23,58.98,72.99,145,0.1821,10.47,19,Product Group 19,DG-07,0.07,S-4
462,Product 462,6.25,9.23,11.49,242,0.3226,2.9,29,Product Group 29,DG-01,0.01,S-4
594,Product 594,28.74,34.36,42.49,193,0.1636,5.48,24,Product Group 24,DG-00,0.0,S-4
129,Product 129,45.26,52.3,57.49,158,0.1345,6.86,33,Product Group 33,DG-04,0.04,S-4
817,Product 817,18.59,23.06,29.99,215,0.1943,4.37,43,Product Group 43,DG-00,0.0,S-4
480,Product 480,20.63,25.13,31.49,211,0.1793,4.39,8,Product Group 8,DG-01,0.01,S-4
624,Product 624,33.88,43.08,52.49,176,0.2134,8.96,14,Product Group 14,DG-03,0.03,S-4
523,Product 523,26.69,33.33,39.99,195,0.1991,6.47,49,Product Group 49,DG-04,0.04,S-4
111,Product 111,34.97,44.61,56.49,173,0.2164,9.41,45,Product Group 45,DG-00,0.0,S-4
528,Product 528,50.4,60.52,65.99,142,0.1671,9.86,20,Product Group 20,DG-06,0.06,S-4
380,Product 380,29.77,35.9,45.99,190,0.1706,5.97,21,Product Group 21,DG-00,0.0,S-4
354,Product 354,48.28,61.54,69.99,140,0.2155,12.93,23,Product Group 23,DG-05,0.05,S-4
679,Product 679,31.93,41.02,48.49,180,0.2218,8.87,13,Product Group 13,DG-05,0.05,S-4
738,Product 738,8.32,11.27,13.49,238,0.2621,2.88,18,Product Group 18,DG-02,0.02,S-4
408,Product 408,9.32,11.27,14.49,238,0.1738,1.91,34,Product Group 34,DG-04,0.04,S-4
793,Product 793,6.2,8.2,10.49,244,0.2441,1.95,8,Product Group 8,DG-01,0.01,S-4
663,Product 663,49.3,55.9,64.99,151,0.118,6.43,37,Product Group 37,DG-03,0.03,S-4
568,Product 568,43.13,55.39,66.99,152,0.2213,11.95,19,Product Group 19,DG-07,0.07,S-4
192,Product 192,13.4,16.92,19.99,227,0.2086,3.44,40,Product Group 40,DG-09,0.09,S-4
904,Product 904,10.29,12.3,15.49,236,0.1635,1.96,2,Product Group 2,DG-04,0.04,S-4
961,Product 961,45.19,54.36,64.49,154,0.1685,8.93,39,Product Group 39,DG-05,0.05,S-4
403,Product 403,5.21,6.66,8.99,247,0.2173,1.41,36,Product Group 36,DG-07,0.07,S-4
763,Product 763,39.04,49.75,58.99,163,0.2153,10.44,16,Product Group 16,DG-04,0.04,S-4
582,Product 582,31.94,38.45,45.99,185,0.1696,6.36,11,Product Group 11,DG-02,0.02,S-4
501,Product 501,5.23,7.17,8.49,246,0.2704,1.89,11,Product Group 11,DG-02,0.02,S-4
551,Product 551,35.93,43.59,50.49,175,0.1758,7.47,21,Product Group 21,DG-00,0.0,S-4
555,Product 555,17.45,23.06,25.49,215,0.2437,5.48,32,Product Group 32,DG-08,0.08,S-4
473,Product 473,14.46,17.95,23.49,225,0.1938,3.39,20,Product Group 20,DG-06,0.06,S-4
96,Product 96,29.77,33.33,39.49,195,0.1068,3.47,11,Product Group 11,DG-02,0.02,S-4
646,Product 646,30.78,37.94,47.99,186,0.1887,6.98,23,Product Group 23,DG-05,0.05,S-4
143,Product 143,46.29,55.39,63.99,152,0.1643,8.87,2,Product Group 2,DG-04,0.04,S-4
658,Product 658,25.64,29.23,32.99,203,0.1225,3.49,45,Product Group 45,DG-00,0.0,S-4
158,Product 158,31.81,35.38,43.99,191,0.1012,3.49,37,Product Group 37,DG-03,0.03,S-4
442,Product 442,29.82,36.92,45.49,188,0.1923,6.92,41,Product Group 41,DG-01,0.01,S-4
188,Product 188,9.35,11.78,14.99,237,0.2071,2.38,41,Product Group 41,DG-01,0.01,S-4
674,Product 674,43.12,55.39,67.49,152,0.2215,11.96,2,Product Group 2,DG-04,0.04,S-4
887,Product 887,48.35,54.87,64.99,153,0.1189,6.36,47,Product Group 47,DG-09,0.09,S-4
453,Product 453,35.94,41.02,47.99,180,0.124,4.96,38,Product Group 38,DG-07,0.07,S-4
141,Product 141,13.34,17.43,20.49,226,0.2348,3.99,0,Product Group 0,DG-07,0.07,S-4
549,Product 549,7.29,9.23,11.99,242,0.2091,1.88,25,Product Group 25,DG-08,0.08,S-4
414,Product 414,24.68,31.8,40.99,198,0.2239,6.94,44,Product Group 44,DG-07,0.07,S-4
244,Product 244,11.31,14.87,18.99,231,0.2388,3.46,10,Product Group 10,DG-01,0.01,S-4
892,Product 892,14.42,17.95,21.99,225,0.1961,3.43,14,Product Group 14,DG-03,0.03,S-4
489,Product 489,8.26,10.77,12.99,239,0.2326,2.44,37,Product Group 37,DG-03,0.03,S-4
730,Product 730,20.59,24.62,29.99,212,0.1638,3.93,33,Product Group 33,DG-04,0.04,S-4
752,Product 752,35.98,42.05,51.49,178,0.1444,5.92,11,Product Group 11,DG-02,0.02,S-4
232,Product 232,43.2,49.75,56.99,163,0.1316,6.38,26,Product Group 26,DG-06,0.06,S-4
914,Product 914,17.46,22.05,27.49,217,0.208,4.47,38,Product Group 38,DG-07,0.07,S-4
618,Product 618,45.17,53.34,62.99,156,0.1529,7.95,43,Product Group 43,DG-00,0.0,S-4
61,Product 61,32.86,42.56,47.49,177,0.2278,9.45,20,Product Group 20,DG-06,0.06,S-4
94,Product 94,19.55,23.06,28.49,215,0.1525,3.43,10,Product Group 10,DG-01,0.01,S-4
759,Product 759,38.06,50.26,63.99,162,0.2425,11.88,1,Product Group 1,DG-06,0.06,S-4
