ID,NAME,COST,PRICE,RSP,STOCK,MARGIN,PROFIT,PRODUCT_GROUP_ID,PRODUCT_GROUP_NAME,PRODUCT_DISCOUNT_GROUP,PRODUCT_DISCOUNT_GROUP_PERCENTAGE,SEASON
439,Product 439,43.9,49.9,62.49,162,0.1202,5.89,38,Product Group 38,DG-07,0.07,S-3
101,Product 101,47.96,61.1,75.99,140,0.215,12.9,33,Product Group 33,DG-04,0.04,S-3
753,Product 753,45.94,60.09,75.99,142,0.2355,13.89,20,Product Group 20,DG-06,0.06,S-3
715,Product 715,24.49,28.51,35.99,204,0.1411,3.95,16,Product Group 16,DG-04,0.04,S-3
762,Product 762,30.62,34.11,40.99,193,0.1021,3.42,19,Product Group 19,DG-07,0.07,S-3
477,Product 477,7.25,8.64,10.49,243,0.1614,1.37,46,Product Group 46,DG-05,0.05,S-3
959,Product 959,36.78,46.34,51.99,169,0.2062,9.38,18,Product Group 18,DG-02,0.02,S-3
775,Product 775,8.21,10.69,12.99,239,0.2316,2.43,46,Product Group 46,DG-05,0.05,S-3
465,Product 465,17.4,21.89,26.99,217,0.2052,4.41,36,Product Group 36,DG-07,0.07,S-3
981,Product 981,13.36,16.28,18.49,228,0.1801,2.88,7,Product Group 7,DG-01,0.01,S-3
62,Product 62,28.56,33.09,42.49,195,0.137,4.45,9,Product Group 9,DG-02,0.02,S-3
749,Product 749,35.67,40.73,50.49,180,0.1243,4.97,0,Product Group 0,DG-07,0.07,S-3
554,Product 554,35.74,43.79,47.99,174,0.1838,7.9,47,Product Group 47,DG-09,0.09,S-3
148,Product 148,8.23,11.19,13.99,238,0.2648,2.91,49,Product Group 49,DG-04,0.04,S-3
900,Product 900,21.49,26.47,29.99,208,0.1881,4.89,3,Product Group 3,DG-08,0.08,S-3
810,Product 810,8.18,10.69,12.49,239,0.2345,2.46,32,Product Group 32,DG-08,0.08,S-3
242,Product 242,32.7,36.15,40.99,189,0.0955,3.39,39,Product Group 39,DG-05,0.05,S-3
43,Product 43,11.28,14.76,17.49,231,0.2353,3.41,12,Product Group 12,DG-05,0.05,S-3
211,Product 211,29.57,34.63,44.99,192,0.1459,4.96,26,Product Group 26,DG-06,0.06,S-3
530,Product 530,27.55,36.15,40.49,189,0.2381,8.45,24,Product Group 24,DG-00,0.0,S-3
474,Product 474,14.29,17.82,21.49,225,0.1978,3.46,13,Product Group 13,DG-05,0.05,S-3
373,Product 373,48.93,61.61,71.99,139,0.2058,12.45,16,Product Group 16,DG-04,0.04,S-3
77,Product 77,16.31,18.83,22.99,223,0.1336,2.47,40,Product Group 40,DG-09,0.09,S-3
974,Product 974,21.43,25.45,27.49,210,0.1581,3.95,46,Product Group 46,DG-05,0.05,S-3
204,Product 204,6.13,7.63,9.99,245,0.1963,1.47,18,Product Group 18,DG-02,0.02,S-3
583,Product 583,42.87,48.37,54.99,165,0.1137,5.4,38,Product Group 38,DG-07,0.07,S-3
41,Product 41,14.34,18.32,21.49,224,0.2173,3.91,40,Product Group 40,DG-09,0.09,S-3
767,Product 767,35.66,42.77,50.99,176,0.1662,6.98,19,Product Group 19,DG-07,0.07,S-3
487,Product 487,12.28,16.28,18.49,228,0.2458,3.93,36,Product Group 36,DG-07,0.07,S-3
714,Product 714,11.29,15.27,18.49,230,0.2602,3.9,49,Product Group 49,DG-04,0.04,S-3
975,Product 975,46.92,53.47,64.49,155,0.1225,6.43,9,Product Group 9,DG-02,0.02,S-3
591,Product 591,30.58,39.71,48.99,182,0.2298,8.96,17,Product Group 17,DG-09,0.09,S-3
100,Product 100,29.56,38.18,44.99,185,0.2259,8.47,8,Product Group 8,DG-01,0.01,S-3
545,Product 545,38.76,48.37,54.99,165,0.1988,9.44,45,Product Group 45,DG-00,0.0,S-3
459,Product 459,14.29,19.34,22.99,222,0.2612,4.96,0,Product Group 0,DG-07,0.07,S-3
162,Product 162,46.92,52.96,61.99,156,0.1141,5.93,44,Product Group 44,DG-07,0.07,S-3
299,Product 299,41.87,52.44,58.99,157,0.2018,10.39,15,Product Group 15,DG-09,0.09,S-3
359,Product 359,34.7,40.22,45.99,181,0.1375,5.43,2,Product Group 2,DG-04,0.04,S-3
151,Product 151,42.81,49.39,54.49,163,0.1332,6.46,16,Product Group 16,DG-04,0.04,S-3
349,Product 349,48.95,56.52,61.49,149,0.1339,7.43,35,Product Group 35,DG-08,0.08,S-3
105,Product 105,36.8,45.83,50.49,170,0.1969,8.86,44,Product Group 44,DG-07,0.07,S-3
332,Product 332,31.59,36.66,40.49,188,0.1384,4.98,48,Product Group 48,DG-06,0.06,S-3
524,Product 524,13.36,16.28,18.49,228,0.1801,2.88,9,Product Group 9,DG-02,0.02,S-3
324,Product 324,37.73,47.35,55.99,167,0.2031,9.44,41,Product Group 41,DG-01,0.01,S-3
818,Product 818,42.85,56.01,62.99,150,0.235,12.92,17,Product Group 17,DG-09,0.09,S-3
607,Product 607,26.56,33.09,38.49,195,0.1973,6.41,46,Product Group 46,DG-05,0.05,S-3
724,Product 724,24.5,28.0,35.49,205,0.1251,3.44,12,Product Group 12,DG-05,0.05,S-3
721,Product 721,41.85,53.97,64.99,154,0.2248,11.91,42,Product Group 42,DG-06,0.06,S-3
276,Product 276,43.82,54.99,65.49,152,0.2032,10.97,37,Product Group 37,DG-03,0.03,S-3
955,Product 955,32.64,38.18,44.99,185,0.1451,5.44,24,Product Group 24,DG-00,0.0,S-3
794,Product 794,46.87,61.1,69.99,140,0.2329,13.97,6,Product Group 6,DG-00,0.0,S-3
649,Product 649,16.35,20.87,23.99,219,0.2162,4.43,13,Product Group 13,DG-05,0.05,S-3
578,Product 578,12.28,15.27,17.49,230,0.1955,2.93,34,Product Group 34,DG-04,0.04,S-3
514,Product 514,19.38,24.95,28.99,211,0.2229,5.46,1,Product Group 1,DG-06,0.06,S-3
713,Product 713,16.35,19.34,24.49,222,0.1543,2.93,32,Product Group 32,DG-08,0.08,S-3
4,Product 4,41.83,51.42,63.49,159,0.1866,9.42,26,Product Group 26,DG-06,0.06,S-3
249,Product 249,48.93,58.05,71.99,146,0.157,8.95,11,Product Group 11,DG-02,0.02,S-3
755,Product 755,15.34,18.32,22.99,224,0.1629,2.93,43,Product Group 43,DG-00,0.0,S-3
59,Product 59,12.28,15.27,18.49,230,0.1955,2.93,3,Product Group 3,DG-08,0.08,S-3
908,Product 908,45.91,54.48,63.49,153,0.1574,8.42,26,Product Group 26,DG-06,0.06,S-3
492,Product 492,39.85,48.88,61.49,164,0.1848,8.87,11,Product Group 11,DG-02,0.02,S-3
247,Product 247,8.2,11.19,12.99,238,0.2675,2.94,48,Product Group 48,DG-06,0.06,S-3
705,Product 705,44.83,53.47,63.49,155,0.1614,8.47,33,Product Group 33,DG-04,0.04,S-3
573,Product 573,44.91,53.97,64.49,154,0.1678,8.89,43,Product Group 43,DG-00,0.0,S-3
826,Product 826,5.1,6.61,8.49,247,0.228,1.48,3,Product Group 3,DG-08,0.08,S-3
890,Product 890,45.95,53.47,66.99,155,0.1406,7.38,45,Product Group 45,DG-00,0.0,S-3
836,Product 836,44.84,53.97,64.99,154,0.1691,8.96,43,Product Group 43,DG-00,0.0,S-3
464,Product 464,34.68,40.22,49.49,181,0.138,5.45,35,Product Group 35,DG-08,0.08,S-3
483,Product 483,6.22,8.14,10.49,244,0.2365,1.89,38,Product Group 38,DG-07,0.07,S-3
131,Product 131,15.3,17.82,22.49,225,0.1412,2.47,0,Product Group 0,DG-07,0.07,S-3
907,Product 907,26.56,32.58,40.99,196,0.1847,5.91,18,Product Group 18,DG-02,0.02,S-3
584,Product 584,13.31,16.28,20.99,228,0.1832,2.93,42,Product Group 42,DG-06,0.06,S-3
693,Product 693,40.75,45.83,56.99,170,0.1107,4.98,22,Product Group 22,DG-03,0.03,S-3
970,Product 970,24.53,32.08,36.49,197,0.2353,7.41,6,Product Group 6,DG-00,0.0,S-3
298,Product 298,19.47,23.41,26.49,214,0.1683,3.87,34,Product Group 34,DG-04,0.04,S-3
761,Product 761,23.45,28.51,31.99,204,0.1772,4.96,32,Product Group 32,DG-08,0.08,S-3
252,Product 252,33.62,42.77,48.49,176,0.2139,8.98,27,Product Group 27,DG-09,0.09,S-3
398,Product 398,43.89,49.9,60.49,162,0.1204,5.9,35,Product Group 35,DG-08,0.08,S-3
537,Product 537,49.02,54.99,70.49,152,0.1085,5.86,46,Product Group 46,DG-05,0.05,S-3
34,Product 34,16.4,20.36,24.99,220,0.1946,3.89,32,Product Group 32,DG-08,0.08,S-3
743,Product 743,25.53,31.06,36.99,199,0.1778,5.42,31,Product Group 31,DG-02,0.02,S-3
392,Product 392,50.03,64.16,77.99,134,0.2202,13.87,27,Product Group 27,DG-09,0.09,S-3
849,Product 849,44.84,54.48,69.99,153,0.1769,9.46,48,Product Group 48,DG-06,0.06,S-3
255,Product 255,47.89,58.56,72.99,145,0.1821,10.47,19,Product Group 19,DG-07,0.07,S-3
462,Product 462,6.21,9.16,11.49,242,0.3226,2.9,29,Product Group 29,DG-01,0.01,S-3
594,Product 594,28.53,34.11,42.49,193,0.1636,5.48,24,Product Group 24,DG-00,0.0,S-3
129,Product 129,44.94,51.93,57.49,158,0.1345,6.86,33,Product Group 33,DG-04,0.04,S-3
817,Product 817,18.46,22.9,29.99,215,0.1943,4.37,43,Product Group 43,DG-00,0.0,S-3
480,Product 480,20.48,24.95,31.49,211,0.1793,4.39,8,Product Group 8,DG-01,0.01,S-3
624,Product 624,33.64,42.77,52.49,176,0.2134,8.96,14,Product Group 14,DG-03,0.03,S-3
523,Product 523,26.5,33.09,39.99,195,0.1991,6.47,49,Product Group 49,DG-04,0.04,S-3
111,Product 111,34.72,44.29,56.49,173,0.2164,9.41,45,Product Group 45,DG-00,0.0,S-3
528,Product 528,50.04,60.09,65.99,142,0.1671,9.86,20,Product Group 20,DG-06,0.06,S-3
380,Product 380,29.56,35.64,45.99,190,0.1706,5.97,21,Product Group 21,DG-00,0.0,S-3
354,Product 354,47.93,61.1,69.99,140,0.2155,12.93,23,Product Group 23,DG-05,0.05,S-3
679,Product 679,31.7,40.73,48.49,180,0.2218,8.87,13,Product Group 13,DG-05,0.05,S-3
738,Product 738,8.26,11.19,13.49,238,0.2621,2.88,18,Product Group 18,DG-02,0.02,S-3
408,Product 408,9.25,11.19,14.49,238,0.1738,1.91,34,Product Group 34,DG-04,0.04,S-3
793,Product 793,6.16,8.14,10.49,244,0.2441,1.95,8,Product Group 8,DG-01,0.01,S-3
663,Product 663,48.95,55.5,64.99,151,0.118,6.43,37,Product Group 37,DG-03,0.03,S-3
568,Product 568,42.82,54.99,66.99,152,0.2213,11.95,19,Product Group 19,DG-07,0.07,S-3
192,Product 192,13.3,16.8,19.99,227,0.2086,3.44,40,Product Group 40,DG-09,0.09,S-3
904,Product 904,10.22,12.21,15.49,236,0.1635,1.96,2,Product Group 2,DG-04,0.04,S-3
961,Product 961,44.87,53.97,64.49,154,0.1685,8.93,39,Product Group 39,DG-05,0.05,S-3
403,Product 403,5.17,6.61,8.99,247,0.2173,1.41,36,Product Group 36,DG-07,0.07,S-3
763,Product 763,38.76,49.39,58.99,163,0.2153,10.44,16,Product Group 16,DG-04,0.04,S-3
582,Product 582,31.71,38.18,45.99,185,0.1696,6.36,11,Product Group 11,DG-02,0.02,S-3
501,Product 501,5.19,7.12,8.49,246,0.2704,1.89,11,Product Group 11,DG-02,0.02,S-3
551,Product 551,35.67,43.28,50.49,175,0.1758,7.47,21,Product Group 21,DG-00,0.0,S-3
555,Product 555,17.33,22.9,25.49,215,0.2437,5.48,32,Product Group 32,DG-08,0.08,S-3
473,Product 473,14.36,17.82,23.49,225,0.1938,3.39,20,Product Group 20,DG-06,0.06,S-3
96,Product 96,29.56,33.09,39.49,195,0.1068,3.47,11,Product Group 11,DG-02,0.02,S-3
646,Product 646,30.56,37.67,47.99,186,0.1887,6.98,23,Product Group 23,DG-05,0.05,S-3
143,Product 143,45.96,54.99,63.99,152,0.1643,8.87,2,Product Group 2,DG-04,0.04,S-3
658,Product 658,25.46,29.02,32.99,203,0.1225,3.49,45,Product Group 45,DG-00,0.0,S-3
158,Product 158,31.58,35.13,43.99,191,0.1012,3.49,37,Product Group 37,DG-03,0.03,S-3
442,Product 442,29.61,36.66,45.49,188,0.1923,6.92,41,Product Group 41,DG-01,0.01,S-3
188,Product 188,9.28,11.7,14.99,237,0.2071,2.38,41,Product Group 41,DG-01,0.01,S-3
674,Product 674,42.81,54.99,67.49,152,0.2215,11.96,2,Product Group 2,DG-04,0.04,S-3
887,Product 887,48.0,54.48,64.99,153,0.1189,6.36,47,Product Group 47,DG-09,0.09,S-3
453,Product 453,35.68,40.73,47.99,180,0.124,4.96,38,Product Group 38,DG-07,0.07,S-3
141,Product 141,13.24,17.31,20.49,226,0.2348,3.99,0,Product Group 0,DG-07,0.07,S-3
549,Product 549,7.24,9.16,11.99,242,0.2091,1.88,25,Product Group 25,DG-08,0.08,S-3
414,Product 414,24.5,31.57,40.99,198,0.2239,6.94,44,Product Group 44,DG-07,0.07,S-3
244,Product 244,11.23,14.76,18.99,231,0.2388,3.46,10,Product Group 10,DG-01,0.01,S-3
892,Product 892,14.32,17.82,21.99,225,0.1961,3.43,14,Product Group 14,DG-03,0.03,S-3
489,Product 489,8.2,10.69,12.99,239,0.2326,2.44,37,Product Group 37,DG-03,0.03,S-3
730,Product 730,20.44,24.44,29.99,212,0.1638,3.93,33,Product Group 33,DG-04,0.04,S-3
752,Product 752,35.72,41.75,51.49,178,0.1444,5.92,11,Product Group 11,DG-02,0.02,S-3
232,Product 232,42.89,49.39,56.99,163,0.1316,6.38,26,Product Group 26,DG-06,0.06,S-3
914,Product 914,17.34,21.89,27.49,217,0.208,4.47,38,Product Group 38,DG-07,0.07,S-3
618,Product 618,44.85,52.96,62.99,156,0.1529,7.95,43,Product Group 43,DG-00,0.0,S-3
61,Product 61,32.63,42.26,47.49,177,0.2278,9.45,20,Product Group 20,DG-06,0.06,S-3
94,Product 94,19.41,22.9,28.49,215,0.1525,3.43,10,Product Group 10,DG-01,0.01,S-3
759,Product 759,37.79,49.9,63.99,162,0.2425,11.88,1,Product Group 1,DG-06,0.06,S-3
