ID,NAME,COST,PRICE,RSP,STOCK,MARGIN,PROFIT,PRODUCT_GROUP_ID,PRODUCT_GROUP_NAME,PRODUCT_DISCOUNT_GROUP,PRODUCT_DISCOUNT_GROUP_PERCENTAGE,SEASON
180,Product 180,12.13,14.53,16.49,231,0.1649,2.39,6,Product Group 6,DG-00,0.0,S-2
291,Product 291,48.16,54.64,67.99,151,0.1186,6.46,24,Product Group 24,DG-00,0.0,S-2
834,Product 834,38.12,46.62,58.99,167,0.1824,8.48,26,Product Group 26,DG-06,0.06,S-2
394,Product 394,46.18,52.64,63.99,155,0.1227,6.44,38,Product Group 38,DG-07,0.07,S-2
829,Product 829,18.18,22.55,29.99,215,0.1939,4.36,32,Product Group 32,DG-08,0.08,S-2
770,Product 770,21.15,27.07,31.49,206,0.2186,5.9,15,Product Group 15,DG-09,0.09,S-2
306,Product 306,42.19,50.13,64.49,160,0.1584,7.92,10,Product Group 10,DG-01,0.01,S-2
913,Product 913,37.21,46.62,59.99,167,0.2018,9.38,18,Product Group 18,DG-02,0.02,S-2
828,Product 828,33.15,40.1,46.99,180,0.1733,6.93,14,Product Group 14,DG-03,0.03,S-2
26,Product 26,15.05,18.54,21.99,223,0.1882,3.48,23,Product Group 23,DG-05,0.05,S-2
33,Product 33,22.18,25.56,29.99,209,0.1322,3.37,21,Product Group 21,DG-00,0.0,S-2
186,Product 186,43.21,52.14,61.99,156,0.1712,8.9,46,Product Group 46,DG-05,0.05,S-2
587,Product 587,37.17,45.12,58.49,170,0.176,7.92,32,Product Group 32,DG-08,0.08,S-2
139,Product 139,42.19,55.14,62.99,150,0.235,12.92,24,Product Group 24,DG-00,0.0,S-2
145,Product 145,20.08,26.56,33.99,207,0.2442,6.47,5,Product Group 5,DG-08,0.08,S-2
19,Product 19,33.16,39.1,46.49,182,0.1518,5.92,1,Product Group 1,DG-06,0.06,S-2
364,Product 364,10.1,12.52,15.99,235,0.1938,2.42,11,Product Group 11,DG-02,0.02,S-2
682,Product 682,40.15,48.63,56.99,163,0.1743,8.45,11,Product Group 11,DG-02,0.02,S-2
851,Product 851,6.09,8.01,10.49,244,0.2403,1.92,23,Product Group 23,DG-05,0.05,S-2
588,Product 588,10.04,13.03,17.99,234,0.2294,2.98,25,Product Group 25,DG-08,0.08,S-2
726,Product 726,46.2,56.65,71.99,147,0.1845,10.42,19,Product Group 19,DG-07,0.07,S-2
347,Product 347,5.08,6.51,8.49,247,0.2188,1.42,23,Product Group 23,DG-05,0.05,S-2
104,Product 104,22.08,28.57,32.49,203,0.2271,6.47,37,Product Group 37,DG-03,0.03,S-2
521,Product 521,40.12,52.14,62.49,156,0.2304,11.98,24,Product Group 24,DG-00,0.0,S-2
781,Product 781,48.17,56.65,63.99,147,0.1496,8.45,16,Product Group 16,DG-04,0.04,S-2
534,Product 534,38.13,43.11,49.99,174,0.1156,4.97,11,Product Group 11,DG-02,0.02,S-2
99,Product 99,23.08,30.07,35.99,200,0.2324,6.97,38,Product Group 38,DG-07,0.07,S-2
27,Product 27,41.18,52.64,58.49,155,0.2176,11.42,23,Product Group 23,DG-05,0.05,S-2
803,Product 803,20.11,24.56,30.49,211,0.1813,4.44,30,Product Group 30,DG-02,0.02,S-2
226,Product 226,42.24,50.63,57.99,159,0.1658,8.37,0,Product Group 0,DG-07,0.07,S-2
142,Product 142,32.12,39.1,43.99,182,0.1785,6.96,17,Product Group 17,DG-09,0.09,S-2
418,Product 418,34.19,38.6,47.49,183,0.1143,4.4,46,Product Group 46,DG-05,0.05,S-2
880,Product 880,23.1,29.07,36.99,202,0.2052,5.95,17,Product Group 17,DG-09,0.09,S-2
733,Product 733,44.13,51.63,57.49,157,0.1453,7.48,1,Product Group 1,DG-06,0.06,S-2
46,Product 46,44.14,54.64,66.99,151,0.1921,10.47,36,Product Group 36,DG-07,0.07,S-2
319,Product 319,21.16,27.07,35.99,206,0.2182,5.89,9,Product Group 9,DG-02,0.02,S-2
484,Product 484,36.16,41.61,46.99,177,0.1309,5.43,31,Product Group 31,DG-02,0.02,S-2
546,Product 546,24.09,31.08,36.99,198,0.2249,6.97,3,Product Group 3,DG-08,0.08,S-2
410,Product 410,21.17,24.56,27.99,211,0.138,3.38,28,Product Group 28,DG-03,0.03,S-2
391,Product 391,17.16,21.55,27.49,217,0.2038,4.38,6,Product Group 6,DG-00,0.0,S-2
742,Product 742,38.19,43.11,47.99,174,0.1142,4.91,2,Product Group 2,DG-04,0.04,S-2
994,Product 994,42.12,51.63,62.99,157,0.1843,9.49,7,Product Group 7,DG-01,0.01,S-2
939,Product 939,15.16,20.05,26.49,220,0.2436,4.87,24,Product Group 24,DG-00,0.0,S-2
166,Product 166,17.1,22.05,28.49,216,0.2246,4.94,12,Product Group 12,DG-05,0.05,S-2
613,Product 613,10.12,13.03,15.49,234,0.2232,2.9,3,Product Group 3,DG-08,0.08,S-2
731,Product 731,7.12,9.02,11.49,242,0.2102,1.89,28,Product Group 28,DG-03,0.03,S-2
542,Product 542,34.16,39.1,48.99,182,0.1264,4.93,44,Product Group 44,DG-07,0.07,S-2
687,Product 687,46.2,53.14,60.49,154,0.1306,6.92,37,Product Group 37,DG-03,0.03,S-2
223,Product 223,46.14,54.14,65.49,152,0.1478,7.98,10,Product Group 10,DG-01,0.01,S-2
580,Product 580,42.23,50.13,63.49,160,0.1576,7.88,48,Product Group 48,DG-06,0.06,S-2
140,Product 140,22.17,25.56,31.99,209,0.1326,3.38,7,Product Group 7,DG-01,0.01,S-2
56,Product 56,31.21,38.6,47.49,183,0.1915,7.37,8,Product Group 8,DG-01,0.01,S-2
39,Product 39,48.14,53.64,66.49,153,0.1024,5.48,15,Product Group 15,DG-09,0.09,S-2
832,Product 832,33.19,39.1,50.49,182,0.1511,5.89,31,Product Group 31,DG-02,0.02,S-2
567,Product 567,36.1,42.11,48.99,176,0.1427,5.99,33,Product Group 33,DG-04,0.04,S-2
808,Product 808,37.15,45.62,56.49,169,0.1855,8.44,26,Product Group 26,DG-06,0.06,S-2
121,Product 121,18.1,22.55,25.49,215,0.1974,4.44,19,Product Group 19,DG-07,0.07,S-2
397,Product 397,40.14,48.12,60.99,164,0.1659,7.96,32,Product Group 32,DG-08,0.08,S-2
787,Product 787,39.12,50.63,57.49,159,0.2274,11.48,24,Product Group 24,DG-00,0.0,S-2
630,Product 630,47.19,60.16,67.49,140,0.2155,12.93,48,Product Group 48,DG-06,0.06,S-2
516,Product 516,8.08,11.02,14.99,238,0.2666,2.93,39,Product Group 39,DG-05,0.05,S-2
447,Product 447,13.05,15.53,19.49,229,0.1601,2.48,4,Product Group 4,DG-03,0.03,S-2
458,Product 458,26.15,34.59,44.49,191,0.2438,8.41,21,Product Group 21,DG-00,0.0,S-2
677,Product 677,48.18,58.15,67.49,144,0.1714,9.94,17,Product Group 17,DG-09,0.09,S-2
237,Product 237,5.01,7.01,8.99,246,0.2847,1.99,1,Product Group 1,DG-06,0.06,S-2
864,Product 864,9.16,12.02,13.49,236,0.2385,2.86,28,Product Group 28,DG-03,0.03,S-2
652,Product 652,19.12,23.05,29.99,214,0.1705,3.92,27,Product Group 27,DG-09,0.09,S-2
65,Product 65,29.2,33.08,38.99,194,0.1173,3.87,3,Product Group 3,DG-08,0.08,S-2
960,Product 960,30.11,38.6,48.49,183,0.2198,8.46,14,Product Group 14,DG-03,0.03,S-2
495,Product 495,32.11,40.1,45.99,180,0.1993,7.97,25,Product Group 25,DG-08,0.08,S-2
894,Product 894,43.22,51.13,58.49,158,0.1547,7.89,26,Product Group 26,DG-06,0.06,S-2
353,Product 353,5.04,7.01,8.49,246,0.2804,1.96,41,Product Group 41,DG-01,0.01,S-2
383,Product 383,41.18,52.14,63.49,156,0.21,10.92,7,Product Group 7,DG-01,0.01,S-2
634,Product 634,13.11,16.54,19.49,227,0.2074,3.42,27,Product Group 27,DG-09,0.09,S-2
256,Product 256,26.17,29.57,35.49,201,0.115,3.39,6,Product Group 6,DG-00,0.0,S-2
456,Product 456,30.13,34.09,41.49,192,0.1159,3.94,15,Product Group 15,DG-09,0.09,S-2
5,Product 5,25.2,30.58,34.49,199,0.1758,5.36,30,Product Group 30,DG-02,0.02,S-2
598,Product 598,33.16,42.61,51.99,175,0.2217,9.42,35,Product Group 35,DG-08,0.08,S-2
782,Product 782,21.14,24.56,29.99,211,0.1392,3.41,11,Product Group 11,DG-02,0.02,S-2
506,Product 506,12.07,14.53,16.99,231,0.1691,2.45,11,Product Group 11,DG-02,0.02,S-2
636,Product 636,26.08,32.58,38.49,195,0.1994,6.48,18,Product Group 18,DG-02,0.02,S-2
222,Product 222,29.1,36.09,46.49,188,0.1937,6.97,6,Product Group 6,DG-00,0.0,S-2
778,Product 778,37.18,43.61,55.49,173,0.1474,6.41,19,Product Group 19,DG-07,0.07,S-2
246,Product 246,33.11,43.11,50.49,174,0.2319,9.97,18,Product Group 18,DG-02,0.02,S-2
445,Product 445,30.1,36.59,47.49,187,0.1773,6.47,33,Product Group 33,DG-04,0.04,S-2
60,Product 60,48.26,56.65,70.49,147,0.148,8.36,30,Product Group 30,DG-02,0.02,S-2
376,Product 376,41.17,46.12,51.99,168,0.1072,4.93,48,Product Group 48,DG-06,0.06,S-2
556,Product 556,48.2,57.65,68.49,145,0.1639,9.42,34,Product Group 34,DG-04,0.04,S-2
169,Product 169,18.16,22.05,25.49,216,0.1764,3.88,29,Product Group 29,DG-01,0.01,S-2
362,Product 362,30.2,39.1,48.99,182,0.2275,8.87,45,Product Group 45,DG-00,0.0,S-2
225,Product 225,30.12,39.1,50.49,182,0.2295,8.95,24,Product Group 24,DG-00,0.0,S-2
49,Product 49,17.06,22.05,24.49,216,0.2265,4.98,47,Product Group 47,DG-09,0.09,S-2
218,Product 218,33.11,37.59,43.49,185,0.1192,4.47,41,Product Group 41,DG-01,0.01,S-2
200,Product 200,33.2,42.61,53.49,175,0.2208,9.38,18,Product Group 18,DG-02,0.02,S-2
916,Product 916,45.2,55.14,64.49,150,0.1804,9.92,42,Product Group 42,DG-06,0.06,S-2
642,Product 642,36.21,46.12,51.99,168,0.2148,9.88,21,Product Group 21,DG-00,0.0,S-2
355,Product 355,47.14,53.64,63.99,153,0.1211,6.48,25,Product Group 25,DG-08,0.08,S-2
42,Product 42,8.15,10.52,13.49,239,0.225,2.36,16,Product Group 16,DG-04,0.04,S-2
112,Product 112,16.05,19.04,23.49,222,0.1569,2.98,15,Product Group 15,DG-09,0.09,S-2
586,Product 586,38.17,47.12,59.99,166,0.19,8.93,4,Product Group 4,DG-03,0.03,S-2
28,Product 28,49.25,64.17,77.49,132,0.2325,14.88,37,Product Group 37,DG-03,0.03,S-2
824,Product 824,8.1,10.52,14.99,239,0.2297,2.41,37,Product Group 37,DG-03,0.03,S-2
850,Product 850,17.11,22.05,26.99,216,0.2242,4.93,26,Product Group 26,DG-06,0.06,S-2
439,Product 439,43.22,49.13,62.49,162,0.1202,5.89,38,Product Group 38,DG-07,0.07,S-2
101,Product 101,47.22,60.16,75.99,140,0.215,12.9,33,Product Group 33,DG-04,0.04,S-2
753,Product 753,45.23,59.16,75.99,142,0.2355,13.89,20,Product Group 20,DG-06,0.06,S-2
715,Product 715,24.11,28.07,35.99,204,0.1411,3.95,16,Product Group 16,DG-04,0.04,S-2
762,Product 762,30.15,33.58,40.99,193,0.1021,3.42,19,Product Group 19,DG-07,0.07,S-2
477,Product 477,7.14,8.51,10.49,243,0.1614,1.37,46,Product Group 46,DG-05,0.05,S-2
959,Product 959,36.21,45.62,51.99,169,0.2062,9.38,18,Product Group 18,DG-02,0.02,S-2
775,Product 775,8.08,10.52,12.99,239,0.2316,2.43,46,Product Group 46,DG-05,0.05,S-2
465,Product 465,17.13,21.55,26.99,217,0.2052,4.41,36,Product Group 36,DG-07,0.07,S-2
981,Product 981,13.15,16.03,18.49,228,0.1801,2.88,7,Product Group 7,DG-01,0.01,S-2
62,Product 62,28.12,32.58,42.49,195,0.137,4.45,9,Product Group 9,DG-02,0.02,S-2
749,Product 749,35.12,40.1,50.49,180,0.1243,4.97,0,Product Group 0,DG-07,0.07,S-2
554,Product 554,35.19,43.11,47.99,174,0.1838,7.9,47,Product Group 47,DG-09,0.09,S-2
148,Product 148,8.1,11.02,13.99,238,0.2648,2.91,49,Product Group 49,DG-04,0.04,S-2
900,Product 900,21.16,26.06,29.99,208,0.1881,4.89,3,Product Group 3,DG-08,0.08,S-2
810,Product 810,8.05,10.52,12.49,239,0.2345,2.46,32,Product Group 32,DG-08,0.08,S-2
242,Product 242,32.19,35.59,40.99,189,0.0955,3.39,39,Product Group 39,DG-05,0.05,S-2
43,Product 43,11.11,14.53,17.49,231,0.2353,3.41,12,Product Group 12,DG-05,0.05,S-2
211,Product 211,29.11,34.09,44.99,192,0.1459,4.96,26,Product Group 26,DG-06,0.06,S-2
530,Product 530,27.12,35.59,40.49,189,0.2381,8.45,24,Product Group 24,DG-00,0.0,S-2
474,Product 474,14.07,17.54,21.49,225,0.1978,3.46,13,Product Group 13,DG-05,0.05,S-2
373,Product 373,48.17,60.66,71.99,139,0.2058,12.45,16,Product Group 16,DG-04,0.04,S-2
77,Product 77,16.06,18.54,22.99,223,0.1336,2.47,40,Product Group 40,DG-09,0.09,S-2
974,Product 974,21.1,25.06,27.49,210,0.1581,3.95,46,Product Group 46,DG-05,0.05,S-2
204,Product 204,6.04,7.51,9.99,245,0.1963,1.47,18,Product Group 18,DG-02,0.02,S-2
583,Product 583,42.21,47.62,54.99,165,0.1137,5.4,38,Product Group 38,DG-07,0.07,S-2
41,Product 41,14.12,18.04,21.49,224,0.2173,3.91,40,Product Group 40,DG-09,0.09,S-2
767,Product 767,35.11,42.11,50.99,176,0.1662,6.98,19,Product Group 19,DG-07,0.07,S-2
487,Product 487,12.09,16.03,18.49,228,0.2458,3.93,36,Product Group 36,DG-07,0.07,S-2
714,Product 714,11.12,15.03,18.49,230,0.2602,3.9,49,Product Group 49,DG-04,0.04,S-2
975,Product 975,46.19,52.64,64.49,155,0.1225,6.43,9,Product Group 9,DG-02,0.02,S-2
591,Product 591,30.11,39.1,48.99,182,0.2298,8.96,17,Product Group 17,DG-09,0.09,S-2
100,Product 100,29.1,37.59,44.99,185,0.2259,8.47,8,Product Group 8,DG-01,0.01,S-2
545,Product 545,38.16,47.62,54.99,165,0.1988,9.44,45,Product Group 45,DG-00,0.0,S-2
459,Product 459,14.07,19.04,22.99,222,0.2612,4.96,0,Product Group 0,DG-07,0.07,S-2
162,Product 162,46.19,52.14,61.99,156,0.1141,5.93,44,Product Group 44,DG-07,0.07,S-2
299,Product 299,41.22,51.63,58.99,157,0.2018,10.39,15,Product Group 15,DG-09,0.09,S-2
359,Product 359,34.16,39.6,45.99,181,0.1375,5.43,2,Product Group 2,DG-04,0.04,S-2
151,Product 151,42.15,48.63,54.49,163,0.1332,6.46,16,Product Group 16,DG-04,0.04,S-2
349,Product 349,48.19,55.65,61.49,149,0.1339,7.43,35,Product Group 35,DG-08,0.08,S-2
105,Product 105,36.23,45.12,50.49,170,0.1969,8.86,44,Product Group 44,DG-07,0.07,S-2
332,Product 332,31.1,36.09,40.49,188,0.1384,4.98,48,Product Group 48,DG-06,0.06,S-2
524,Product 524,13.15,16.03,18.49,228,0.1801,2.88,9,Product Group 9,DG-02,0.02,S-2
324,Product 324,37.15,46.62,55.99,167,0.2031,9.44,41,Product Group 41,DG-01,0.01,S-2
818,Product 818,42.19,55.14,62.99,150,0.235,12.92,17,Product Group 17,DG-09,0.09,S-2
607,Product 607,26.15,32.58,38.49,195,0.1973,6.41,46,Product Group 46,DG-05,0.05,S-2
724,Product 724,24.12,27.57,35.49,205,0.1251,3.44,12,Product Group 12,DG-05,0.05,S-2
721,Product 721,41.2,53.14,64.99,154,0.2248,11.91,42,Product Group 42,DG-06,0.06,S-2
276,Product 276,43.14,54.14,65.49,152,0.2032,10.97,37,Product Group 37,DG-03,0.03,S-2
955,Product 955,32.14,37.59,44.99,185,0.1451,5.44,24,Product Group 24,DG-00,0.0,S-2
794,Product 794,46.15,60.16,69.99,140,0.2329,13.97,6,Product Group 6,DG-00,0.0,S-2
649,Product 649,16.1,20.55,23.99,219,0.2162,4.43,13,Product Group 13,DG-05,0.05,S-2
578,Product 578,12.09,15.03,17.49,230,0.1955,2.93,34,Product Group 34,DG-04,0.04,S-2
514,Product 514,19.08,24.56,28.99,211,0.2229,5.46,1,Product Group 1,DG-06,0.06,S-2
713,Product 713,16.1,19.04,24.49,222,0.1543,2.93,32,Product Group 32,DG-08,0.08,S-2
4,Product 4,41.18,50.63,63.49,159,0.1866,9.42,26,Product Group 26,DG-06,0.06,S-2
249,Product 249,48.17,57.15,71.99,146,0.157,8.95,11,Product Group 11,DG-02,0.02,S-2
755,Product 755,15.1,18.04,22.99,224,0.1629,2.93,43,Product Group 43,DG-00,0.0,S-2
59,Product 59,12.09,15.03,18.49,230,0.1955,2.93,3,Product Group 3,DG-08,0.08,S-2
908,Product 908,45.2,53.64,63.49,153,0.1574,8.42,26,Product Group 26,DG-06,0.06,S-2
492,Product 492,39.23,48.12,61.49,164,0.1848,8.87,11,Product Group 11,DG-02,0.02,S-2
247,Product 247,8.07,11.02,12.99,238,0.2675,2.94,48,Product Group 48,DG-06,0.06,S-2
705,Product 705,44.14,52.64,63.49,155,0.1614,8.47,33,Product Group 33,DG-04,0.04,S-2
573,Product 573,44.22,53.14,64.49,154,0.1678,8.89,43,Product Group 43,DG-00,0.0,S-2
826,Product 826,5.02,6.51,8.49,247,0.228,1.48,3,Product Group 3,DG-08,0.08,S-2
890,Product 890,45.24,52.64,66.99,155,0.1406,7.38,45,Product Group 45,DG-00,0.0,S-2
836,Product 836,44.15,53.14,64.99,154,0.1691,8.96,43,Product Group 43,DG-00,0.0,S-2
464,Product 464,34.14,39.6,49.49,181,0.138,5.45,35,Product Group 35,DG-08,0.08,S-2
483,Product 483,6.12,8.01,10.49,244,0.2365,1.89,38,Product Group 38,DG-07,0.07,S-2
131,Product 131,15.06,17.54,22.49,225,0.1412,2.47,0,Product Group 0,DG-07,0.07,S-2
907,Product 907,26.15,32.08,40.99,196,0.1847,5.91,18,Product Group 18,DG-02,0.02,S-2
584,Product 584,13.1,16.03,20.99,228,0.1832,2.93,42,Product Group 42,DG-06,0.06,S-2
693,Product 693,40.12,45.12,56.99,170,0.1107,4.98,22,Product Group 22,DG-03,0.03,S-2
970,Product 970,24.15,31.58,36.49,197,0.2353,7.41,6,Product Group 6,DG-00,0.0,S-2
298,Product 298,19.17,23.05,26.49,214,0.1683,3.87,34,Product Group 34,DG-04,0.04,S-2
761,Product 761,23.09,28.07,31.99,204,0.1772,4.96,32,Product Group 32,DG-08,0.08,S-2
252,Product 252,33.1,42.11,48.49,176,0.2139,8.98,27,Product Group 27,DG-09,0.09,S-2
398,Product 398,43.21,49.13,60.49,162,0.1204,5.9,35,Product Group 35,DG-08,0.08,S-2
537,Product 537,48.26,54.14,70.49,152,0.1085,5.86,46,Product Group 46,DG-05,0.05,S-2
34,Product 34,16.15,20.05,24.99,220,0.1946,3.89,32,Product Group 32,DG-08,0.08,S-2
743,Product 743,25.14,30.58,36.99,199,0.1778,5.42,31,Product Group 31,DG-02,0.02,S-2
392,Product 392,49.26,63.17,77.99,134,0.2202,13.87,27,Product Group 27,DG-09,0.09,S-2
849,Product 849,44.15,53.64,69.99,153,0.1769,9.46,48,Product Group 48,DG-06,0.06,S-2
255,Product 255,47.15,57.65,72.99,145,0.1821,10.47,19,Product Group 19,DG-07,0.07,S-2
462,Product 462,6.11,9.02,11.49,242,0.3226,2.9,29,Product Group 29,DG-01,0.01,S-2
594,Product 594,28.09,33.58,42.49,193,0.1636,5.48,24,Product Group 24,DG-00,0.0,S-2
129,Product 129,44.25,51.13,57.49,158,0.1345,6.86,33,Product Group 33,DG-04,0.04,S-2
817,Product 817,18.17,22.55,29.99,215,0.1943,4.37,43,Product Group 43,DG-00,0.0,S-2
480,Product 480,20.16,24.56,31.49,211,0.1793,4.39,8,Product Group 8,DG-01,0.01,S-2
624,Product 624,33.12,42.11,52.49,176,0.2134,8.96,14,Product Group 14,DG-03,0.03,S-2
523,Product 523,26.09,32.58,39.99,195,0.1991,6.47,49,Product Group 49,DG-04,0.04,S-2
111,Product 111,34.18,43.61,56.49,173,0.2164,9.41,45,Product Group 45,DG-00,0.0,S-2
528,Product 528,49.27,59.16,65.99,142,0.1671,9.86,20,Product Group 20,DG-06,0.06,S-2
380,Product 380,29.1,35.09,45.99,190,0.1706,5.97,21,Product Group 21,DG-00,0.0,S-2
354,Product 354,47.19,60.16,69.99,140,0.2155,12.93,23,Product Group 23,DG-05,0.05,S-2
679,Product 679,31.21,40.1,48.49,180,0.2218,8.87,13,Product Group 13,DG-05,0.05,S-2
738,Product 738,8.13,11.02,13.49,238,0.2621,2.88,18,Product Group 18,DG-02,0.02,S-2
408,Product 408,9.11,11.02,14.49,238,0.1738,1.91,34,Product Group 34,DG-04,0.04,S-2
793,Product 793,6.06,8.01,10.49,244,0.2441,1.95,8,Product Group 8,DG-01,0.01,S-2
663,Product 663,48.19,54.64,64.99,151,0.118,6.43,37,Product Group 37,DG-03,0.03,S-2
568,Product 568,42.16,54.14,66.99,152,0.2213,11.95,19,Product Group 19,DG-07,0.07,S-2
192,Product 192,13.09,16.54,19.99,227,0.2086,3.44,40,Product Group 40,DG-09,0.09,S-2
904,Product 904,10.06,12.02,15.49,236,0.1635,1.96,2,Product Group 2,DG-04,0.04,S-2
961,Product 961,44.18,53.14,64.49,154,0.1685,8.93,39,Product Group 39,DG-05,0.05,S-2
403,Product 403,5.09,6.51,8.99,247,0.2173,1.41,36,Product Group 36,DG-07,0.07,S-2
763,Product 763,38.16,48.63,58.99,163,0.2153,10.44,16,Product Group 16,DG-04,0.04,S-2
582,Product 582,31.22,37.59,45.99,185,0.1696,6.36,11,Product Group 11,DG-02,0.02,S-2
501,Product 501,5.11,7.01,8.49,246,0.2704,1.89,11,Product Group 11,DG-02,0.02,S-2
551,Product 551,35.12,42.61,50.49,175,0.1758,7.47,21,Product Group 21,DG-00,0.0,S-2
555,Product 555,17.06,22.55,25.49,215,0.2437,5.48,32,Product Group 32,DG-08,0.08,S-2
473,Product 473,14.14,17.54,23.49,225,0.1938,3.39,20,Product Group 20,DG-06,0.06,S-2
96,Product 96,29.1,32.58,39.49,195,0.1068,3.47,11,Product Group 11,DG-02,0.02,S-2
646,Product 646,30.09,37.09,47.99,186,0.1887,6.98,23,Product Group 23,DG-05,0.05,S-2
143,Product 143,45.25,54.14,63.99,152,0.1643,8.87,2,Product Group 2,DG-04,0.04,S-2
658,Product 658,25.07,28.57,32.99,203,0.1225,3.49,45,Product Group 45,DG-00,0.0,S-2
158,Product 158,31.09,34.59,43.99,191,0.1012,3.49,37,Product Group 37,DG-03,0.03,S-2
442,Product 442,29.15,36.09,45.49,188,0.1923,6.92,41,Product Group 41,DG-01,0.01,S-2
188,Product 188,9.14,11.52,14.99,237,0.2071,2.38,41,Product Group 41,DG-01,0.01,S-2
674,Product 674,42.15,54.14,67.49,152,0.2215,11.96,2,Product Group 2,DG-04,0.04,S-2
887,Product 887,47.26,53.64,64.99,153,0.1189,6.36,47,Product Group 47,DG-09,0.09,S-2
453,Product 453,35.13,40.1,47.99,180,0.124,4.96,38,Product Group 38,DG-07,0.07,S-2
141,Product 141,13.04,17.04,20.49,226,0.2348,3.99,0,Product Group 0,DG-07,0.07,S-2
549,Product 549,7.13,9.02,11.99,242,0.2091,1.88,25,Product Group 25,DG-08,0.08,S-2
414,Product 414,24.12,31.08,40.99,198,0.2239,6.94,44,Product Group 44,DG-07,0.07,S-2
244,Product 244,11.06,14.53,18.99,231,0.2388,3.46,10,Product Group 10,DG-01,0.01,S-2
892,Product 892,14.1,17.54,21.99,225,0.1961,3.43,14,Product Group 14,DG-03,0.03,S-2
489,Product 489,8.07,10.52,12.99,239,0.2326,2.44,37,Product Group 37,DG-03,0.03,S-2
730,Product 730,20.12,24.06,29.99,212,0.1638,3.93,33,Product Group 33,DG-04,0.04,S-2
752,Product 752,35.17,41.1,51.49,178,0.1444,5.92,11,Product Group 11,DG-02,0.02,S-2
232,Product 232,42.23,48.63,56.99,163,0.1316,6.38,26,Product Group 26,DG-06,0.06,S-2
914,Product 914,17.07,21.55,27.49,217,0.208,4.47,38,Product Group 38,DG-07,0.07,S-2
618,Product 618,44.16,52.14,62.99,156,0.1529,7.95,43,Product Group 43,DG-00,0.0,S-2
61,Product 61,32.13,41.61,47.49,177,0.2278,9.45,20,Product Group 20,DG-06,0.06,S-2
94,Product 94,19.11,22.55,28.49,215,0.1525,3.43,10,Product Group 10,DG-01,0.01,S-2
759,Product 759,37.21,49.13,63.99,162,0.2425,11.88,1,Product Group 1,DG-06,0.06,S-2
